id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
16462,1953.0,The Cruel Sea,126,7.6,Charles Frend,Nicholas Monsarrat-Eric Ambler,Ealing Studios-Michael Balcon Productions,Drama-War,"At the start of World War II, Cmdr. Ericson is assigned to convoy escort HMS Compass Rose with inexperienced officers and men just out of training. The winter seas make life miserable enough, but the men must also harden themselves to rescuing survivors of U-Boat attacks, while seldom able to strike back. Traumatic events afloat and ashore create a warm bond between the skipper and his first officer. Atmospheric sea footage."
16463,2003.0,Festival Express,90,7.6,Bob Smeaton-Frank Cvitanovich,,Apollo Films-Apollo Media-PeachTree Films B.V.,Documentary-History-Music,"In the summer of 1970, a chartered train crossed Canada carrying some of the world's greatest rock bands. The Grateful Dead, Janis Joplin, The Band, Buddy Guy, and others lived (and partied) together for five days, stopping in major cities along the way to play live concerts. Their journey was filmed."
16464,1997.0,Space Ghost Coast to Coast: Vol. 3,,,,,,,
16465,1998.0,Meet Joe Black,178,7.2,Martin Brest,Ron Osborn-Jeff Reno-Kevin Wade,Universal Pictures-City Light Films,Drama-Fantasy-Romance,"William Parrish (Sir Anthony Hopkins), media tycoon, loving father, and still a human being, is about to celebrate his 65th birthday. One morning, he is contacted by the inevitable, by hallucination, as he thinks. Later, Death enters his home and his life, personified in a man's body: Joe Black (Brad Pitt) has arrived. His intention was to take William with him, but accidentally, Joe's former host and William's beautiful daughter Susan (Claire Forlani) have already met. Joe begins to develop certain interest in life on Earth, as well as in Susan, who has no clue with whom she's flirting."
16466,2000.0,Echo of Murder,105,6.0,Charles Robert Carner,Charles Robert Carner,Babelsberg International Film Produktion-Showtime Networks-South Side Films-Victor & Grais,Crime-Drama-Mystery-Thriller,"In the early 1980s, there was someone killing the children of Atlanta. Eventually a single man was caught and convicted in one of the largest manhunts in our nation's history. Ever since, the case has been closed until four years later two reporters investigate charges that the original investigation was filled with errors and tainted evidence. They seek to find the truth behind the Atlanta child murders."
16467,1997.0,Alanis Morissette: Jagged Little Pill,90,7.7,Alanis Morissette-Steve Purcell,,,Music,
16468,2001.0,Anne Frank: The Whole Story,180,8.0,Robert Dornhelm,Kirk Ellis-Melissa Müller,Milk & Honey Pictures-Dorothy Pictures-Touchstone Television,Biography-Drama-War,
16469,2004.0,Alien vs. Predator,101,5.6,Paul W.S. Anderson,Dan O'Bannon-Ronald Shusett-Jim Thomas,Twentieth Century Fox-Davis Entertainment-Brandywine Productions-Lonlink Productions-Stillking Films-Kut Productions-Studio Babelsberg-Inside Track Films-Charenton Productions Limited-Impact Pictures,Action-Adventure-Horror-Sci-Fi-Thriller,"When a private satellite encounters an unidentified source of heat in Antarctica and it is found to be a pyramid buried deep underground , a search team comprising of top-of-the-line archaeologists and engineers is sent to Antarctica to find out more . Once there , the team comes across signs which indicate that the place is inhabited by an unknown alien species . It is not long before the aliens begin to hunt the team members . At the same time , a trio of coming-of-age Predators have arrived to collect the skulls of the aliens as trophies , and the humans are caught between a deadly battle between the two warring species ."
16470,1995.0,The Cure,97,7.7,Peter Horton,Robert Kuhn,Universal Pictures-Island World,Drama,"Dexter, age 11, who has AIDS, and his next door neighbor Erik, a little older and much bigger, become best friends. Erik also becomes closer to Dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. When they read that a doctor in distant New Orleans claims to have found a cure for AIDS, the boys leave home on their own, planning to float down the Mississippi river and find him."
16471,1957.0,Cinderella,90,7.7,Ralph Nelson,Oscar Hammerstein II-Richard Rodgers,CBS,Musical-Family-Comedy-Fantasy-Romance,
16472,1982.0,The Miracle of Life: Nova,,,,,,Documentary,
16473,1996.0,We Remember Marilyn,97,7.2,Ted Newsom,Ted Newsom,Multicom Entertainment Group-Passport International Entertainment,Documentary-Biography,"Uses still photographs, home movies, film clips, theatrical trailers, newsreel footage, and a woman's voice speaking for her to tell the actress's story. She grew up close to Hollywood, her mother in and out of institutions, never knowing her father, living in foster care and with relatives. She does some modeling and her film career starts slowly. By ""Gentlemen Prefer Blonds,"" she's a star, but still paid $500/week by Fox. She hates being type-cast and tries her hand at independent productions. She suffers from stage fright and keeps an acting coach close at hand. Marriages, pills, and drinking bring little relief. She's happiest in front of cheering soldiers."
16474,1947.0,The Perils of Pauline,96,7.0,George Marshall,P.J. Wolfson-Frank Butler-P.J. Wolfson,Paramount Pictures,Biography-Comedy-Musical,"Fun loving Pearl White, working in a garment sweatshop, gets her big chance when she ""opens"" for a delayed Shakespeare play...with a comic vaudeville performance. Her brief stage career leads her into those ""horrible"" moving pictures, where she comes to love the chaotic world of silent movies, becoming queen of the serials. But the consequences of movie stardom may be more than her leading man can take."
16475,2002.0,Barney: Let's Go to the Zoo,46,4.0,Jeff Gittle,Stephen White-Sheryl Leach-Kathy Parker,HIT Entertainment-Lyons Partnership L.P.-Lyrick Studios Video,Family,"When Barney and his friends go to the beach, the group discovers all sorts of tee-rific things to do! From flying kites to wind-surfing to a trip in a sailboat, join Barney for all sorts of fun-in-the-sun activities. For a dino-mite day, by the ocean or the bay, Let's Go to the Beach with Barney!"
16476,2004.0,Barbie as the Princess and the Pauper,85,6.8,William Lau,Cliff Ruby-Elana Lesser-Mark Twain,Mainframe Entertainment-Mattel,Animation-Comedy-Family-Musical,"In her first animated musical featuring seven original songs, Barbie comes to life in this modern re-telling of a classic tale of mistaken identity and the power of friendship. Based on the story by Mark Twain, Barbie as The Princess and The Pauper features Barbie in an exciting dual role as a princess and a poor village girl - two girls who look amazingly alike. The girls' paths are fated to cross when Princess Anneliese is captured and Erika, her look-alike, must try to save her. Can Erika pretend to be the Princess and foil her captor, the evil Preminger? And what of the handsome King Dominick, who falls in love with Erika, mistaking her for Princess Anneliese? In this magical musical performance, two beautiful, adventurous girls dare to follow their dreams and discover that destiny is written in a very special place: your heart."
16477,2004.0,Bright Future,,,,,,,
16478,1995.0,Black Scorpion,92,4.8,Jonathan Winfrey,Craig J. Nevius,Concorde-New Horizons-Showtime Networks,Action-Crime-Sci-Fi,Darcy is a cop who is also a supehero named Black Scorpion at night who kicks and beats evildoers to a pulp. She soon catches wind of an asthmatic mad scientist who plans on tainting the city's air supply with a toxin. Only Darcy in her superhero garb can stop him with the assistance of a petty thief named Argyle and a really cool car.
16479,1999.0,An Affair of Love,80,7.2,Frédéric Fonteyne,Philippe Blasband,ARP Sélection-Artémis Productions-Canal+-Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles-Eurimages-Fama Film AG-Fonds National de Soutien à la Production Audiovisuelle du Luxembourg-Les Productions Lazennec-Radio Télévision Belge Francophone-Samsa Film-Schweizer Fernsehen-Wallons,Drama-Romance,"They recount their impressions to the Interviewer. They met through a magazine ad, She and He. They corresponded through the Internet. He responded to her ad seeking someone to fulfil her fantasy for ""a pornographic affair"". This is their first meeting in a Paris café. He's a little reticent. She wants to know whether or not he's hairy. (He is; he's Spanish.) They retire to a nearby hotel room. The door of the room closes. Unseen, the affair is consummated... They continue to see one another regularly each week. They find they get along well together. Soon she suggests that they try normal sex the next time..."
16480,2003.0,Van Halen: The Van Halen Story: The Early Years,65,5.6,Eduardo Eguia Dibildox,Mark McLaughlin-Ken Sharp-Tim Roche,Multicom Entertainment Group-Passport International Entertainment,Documentary-Music,"Chronicles the rise of four young musicians from their formative years to their transformation into a worldwide phenomenon. Witness the group's tale told by the people who were there when it began - the childhood friends, fellow musicians, roadies, bodyguards, producers, and the band themselves. Covers all the years with David Lee Roth, and concentrates mostly on the club days and the first world tour. Includes interviews with many people who were very close to the band."
16481,1997.0,Women,,,,,,,
16482,1998.0,Samurai Fiction,111,7.3,Hiroyuki Nakano,Hiroyuki Nakano-Hiroshi Saitô,,Action-Adventure-Comedy,"Three centuries ago, a precious sword has been stolen by Kazamatsuri -- the sword, which historic and symbolic value is priceless for the clan (Shogun Tokugawa donated it to clan 80 years before that, at the same time that he established them as the local rulers). Lord's counselor's young son Heishiro goes to retrieve the sword himself to protect the clan from the shame or possible demise. He is accompanied with two friends, Shintaro and Tadasuke, and followed by the ninjas of the clan. After Kazamatsuri wounds Heishiro and kills one of his friends, the young aristocrat still wants revenge more than sword itself, but meanwhile have to recover from his wounds, in the small forest house of a lonely samurai and his daughter. At the same time, Kamazatsuri stays in nearby town in the entertainment center run by Okatsu and falls into her. The older samurai tries to dissuade Heishiro from fighting with Kamazatsuri, but is himself gradually drawn into the conflict."
16483,2001.0,Around the World with Madeline,,,,,,,
16484,1999.0,Mistaken Identity,89,5.9,Douglas Barr,Arlene Sarner-Jerry Leichtling,Alexander/Enright & Associates-Carlton America,Drama,"On the same night, Milford maternity delivers Morgan, businessman James and Sarah's son, and Linda's boy Luke Wells, whose father Darryl Moncton left town never having wanted kids, so they will live with her parents, but a nurse switches the babies' name tags. Two years later, Darryl returns but denies paternity; he accepts a DNA test if she promises to leave his life anyway, revealing neither is Luke's biological parent. What must happen now?"
16485,2000.0,RoboCop: Dark Justice,,,,,,,
16486,2003.0,It's All About Love,104,5.5,Thomas Vinterberg,Mogens Rukov-Thomas Vinterberg,CoBo Fonds-Danmarks Radio-Det Danske Filminstitut-Egmont Entertainment A/S-Film i Väst-FilmFour-Filmpool Nord-Isabella Films B.V.-Memfis Film & Television-Nederlands Fonds voor de Film-Nimbus Film Productions-Nordisk Film- & TV-Fond-Pathé-Senator Film Produktion-Shochiku Entertainment-Slot Machine-Svenska Filminstitutet-Vrijzinnig Protestantse Radio Omroep-Zenith Entertainment-Zentropa Entertainments,Drama-Romance-Sci-Fi-Thriller,"It's All About Love is the story of two lovers and their attempts to save their relationship in a near-future world on the brink of cosmic collapse. John, and world-famous ice skating star, Elena, are about to sign divorce papers when they realise that, in spite of everything happening around them, their love is worth fighting for. It's All About Love is a fresh take on modern love and future life as two lovers struggle in a conspiracy of epic proportions."
16487,2004.0,Zodiac Killer,,,,,,,
16488,1999.0,Dark Ages,30,6.8,,Rob Grant-Merle Nygate,Granada Television,Comedy,
16489,1987.0,Unsolved Mysteries: Miracles,,,,,,,
16490,1978.0,Hot Lead & Cold Feet,90,6.1,Robert Butler,Joseph L. McEveety-Arthur Alsberg-Don Nelson,Walt Disney Productions,Action-Comedy-Family-Western,
16491,2000.0,Saturday Night Live: The Best of Chris Farley,50,8.2,Beth McCarthy-Miller-Dave Wilson-Tom Schiller,Andy Breckman-Tom Davis-James Downey,Broadway Video-National Broadcasting Company,Documentary-Comedy,"Everybody remembers Chris Farley, the big loveably guy from Saturday Night Live. Before he was the Beverly Hills Ninja, or Tommy Boy, or even before he was in Black Sheep or Almost Heroes, Chris was on Saturday Night Live and played characters like Matt Foley the energized motivational speaker, Bennet Brauer the gross-out news correspondent, Chippendales' dancer, and many more!"
16492,2002.0,Dragon Ball Z: Cooler's Revenge,,,,,,,
16493,2001.0,Midsomer Murders: The Electric Vendetta,99,7.2,Peter Smith,Terry Hodgkinson-Caroline Graham,A&E Television Networks-Bentley Productions-Chrysalis Films,Crime-Drama-Mystery,"While the some of the residents of Midsomer Parva have a particular interest in the appearance of crop circles, the police have a definite interest when the bodies of naked men start appearing in them. Local UFOlogist Lloyd Kirby preaches that extra-terrestrials are at work, but Barnaby looks to more earthly explanations. The first victim, Ronnie Stokes, was a criminal with several serious convictions for assault while the second, Eddie Field, was a local burglar who had only just been released from prison and who may have committed another burglary the night of his death. Both men were electrocuted and were killed elsewhere, with their bodies moved to the crop circles. When a third man is electrocuted, Barnaby must learn of a complex series of events and inter-relationships, some from 40 years previously when two men loved the same woman, to solve the crimes."
16494,2004.0,Cops: Caught in the Act,90,6.1,Jeffrey Reiner,Cynthia Whitcomb-Billy Field-Cynthia Whitcomb,Granada Entertainment-Hollycould Productions-Lifetime Movie Network-Lifetime-Rick Bieber Productions-Silver Lion Films-The Carousel Picture Company-The Konigsberg-Smith Company,Comedy-Drama-Crime,Jodie Colter is a long-suffering housewife in Tennessee whom becomes a private detective in tracking her husband whom she strongly suspects is cheating on her. Jodie finds herself so good with her work that she helps another woman with the same problem in getting evidence to enable them to divorce their husbands.
16495,1979.0,Breaking Away,101,7.7,Peter Yates,Steve Tesich,Twentieth Century Fox,Comedy-Drama-Romance-Sport,"Best friends Dave, Mike, Cyril and Moocher have just graduated from high school. Living in the college town of Bloomington, Indiana, they are considered ""cutters"": the working class of the town so named since most of the middle aged generation, such as their parents, worked at the local limestone quarry, which is now a swimming hole. There is great animosity between the cutters and the generally wealthy Indiana University students, each group who have their own turf in town. The dichotomy is that the limestone was used to build the university, which is now seen as being too good for the locals who built it. Although each of the four is a totally different personality from the other three, they also have in common the fact of being unfocused and unmotivated in life. The one slight exception is Dave. Although he has no job and doesn't know what to do with his life, he is a champion bicycle racer. He idolizes the Italian cycling team so much he pretends to be Italian, much to the chagrin of his parents, especially his used car salesman father, Ray Stoller, who just doesn't understand his son. Dave crosses the unofficial line when he meets and wants to date a IU co-ed named Katherine Bennett, who, intrigued by Dave, in turn is already dating Rod, one of the big men on campus. Dave passes himself off to her as an Italian exchange student named Enrico Gismondi. Beyond Katarina as he calls her, Dave's main immediate focus is that the Italian cycling team have announced that they will be in Indianapolis for an upcoming race, which he intends to enter to be able to race his idols. After an incident at the race, Dave, with a little help from his parents and unwittingly by actions of his friends, has to reexamine his life, what he really wants to get out of it and how best to start achieving it."
16496,2002.0,Barney's Read with Me / Dance with Me,,,,,,,
16497,2003.0,Dora the Explorer: Meet Diego!,25,,Henry Madden,,Nickelodeon Productions,Animation-Adventure-Comedy-Family-Musical,
16498,1999.0,A Stranger in the Kingdom,112,6.0,Jay Craven,Howard Frank Mosher-Don Bredes-Jay Craven,Kingdom Come Pictures-Northflow Partners II,Drama,"A Vermont town in the 1950's hires a new minister based on his war record and capable presentation, but then are shocked when he shows up and is a black man. Things go completely wrong for the minister when he becomes accused of the murder of a young woman he had given shelter."
16499,1961.0,West Side Story,153,7.6,Jerome Robbins-Robert Wise,Ernest Lehman-Arthur Laurents-Jerome Robbins,The Mirisch Corporation-Seven Arts Productions,Crime-Drama-Musical-Romance,"West Side Story is the award-winning adaptation of the classic romantic tragedy, ""Romeo and Juliet"". The feuding families become two warring New York City gangs- the white Jets led by Riff and the Puerto Rican Sharks, led by Bernardo. Their hatred escalates to a point where neither can coexist with any form of understanding. But when Riff's best friend (and former Jet) Tony and Bernardo's younger sister Maria meet at a dance, no one can do anything to stop their love. Maria and Tony begin meeting in secret, planning to run away. Then the Sharks and Jets plan a rumble under the highway - whoever wins gains control of the streets. Maria sends Tony to stop it, hoping it can end the violence. It goes terribly wrong, and before the lovers know what's happened, tragedy strikes and doesn't stop until the climactic and heartbreaking ending."
16500,1949.0,White Heat,114,8.2,Raoul Walsh,Ivan Goff-Ben Roberts-Virginia Kellogg,Warner Bros.,Action-Crime-Drama-Film-Noir,"Cody Jarrett is the sadistic leader of a ruthless gang of thieves. Afflicted by terrible headaches and fiercely devoted to his 'Ma,' Cody is a volatile, violent, and eccentric leader. Cody's top henchman wants to lead the gang and attempts to have an 'accident' happen to Cody, while he is running the gang from in jail. But Cody is saved by an undercover cop, who thereby befriends him and infiltrates the gang. Finally, the stage is set for Cody's ultimate betrayal and downfall, during a big heist at a chemical plant."
16501,1991.0,Jim Henson's The Storyteller: Greek Myths,,,,,,,
16502,1974.0,Dark Star,83,6.4,John Carpenter,John Carpenter-Dan O'Bannon,Bryanston Pictures-Jack H. Harris Enterprises-University of Southern California,Comedy-Sci-Fi,"Low-budget story of four astronauts in deep space, whose mission is to destroy unstable planets in star systems which are to be colonised. The late Commander Powell is stored in deep freeze, where he is still able to offer advice. As their mission nears completion, they must cope with a runaway alien which resembles a beach-ball, faulty computer systems, and a ""smart bomb"" who thinks it is God."
16503,2003.0,Secret Lives: Hidden Children and Their Rescuers During WWII,,,,,,,
16504,1996.0,The Stendhal Syndrome,120,6.1,Dario Argento,Graziella Magherini-Dario Argento-Franco Ferrini,Medusa Film-Cine 2000,Horror-Mystery-Thriller,"Anna Manni is a policewoman trying to capture a vicious serial rapist and killer. The problem is that she suffers from ""Stendhal's syndrome"", a psychosomatic disease that gives her dizziness and hallucinations when she is exposed to the sight of paintings and artistic masterpieces. When the maniac lures her into a trap inside Florence's famous Uffizi museum, her troubles are just beginning..."
16505,1999.0,Revelation,98,5.3,André van Heerden,Paul Lalonde-Peter Lalonde,Jack Van Impe Ministries-John Hagee Ministries-Prophecy Partners Inc.-Scorpio Pictures-This Week in Bible Prophecy,Action-Drama-Horror-Sci-Fi-Thriller,"This is the sequel to Apocolypse. In this movie Thorold Stone is still looking for his family. The Christians, whom the rest of the world has started to call The Haters, are being framed for many murders and terrorist acts. Thorold and his partner go to investigate the location of the detonator of one of these acts. They find a group of Christians holding a service. He arrests them and one of them hands him a disk from O.N.E. , One Nation Earth. He finds men in the building who aren't Christians. They chase them around and one of them is killed. Then he meets with Mr. Parker who works for Franco Malacousso. Parker shoots them both but Thorold doesn't die. He is then framed for the shooting of his partner and he goes to a computer programmer with the disk. Virtual Reality is used to bring the Day of Wonders to fruition. There is something odd about the cd that the woman gave Thorold because the programmer can't get access to it and they take it to the Christians headquarters. Further things develop and throughout the film there are repeated attempts to convert Thorold to Christianity. It isn't until he meets up with the Anti-Christ that he makes up his mind one way or the other. When they find out what the day of wonders is they try to destroy the program that will run it. Y"
16506,2002.0,American Idol,42,4.2,,Simon Fuller-J. Chris Newberg,Fremantle-FremantleMedia-19 Television-American Idol Productions-Fox Television Network-Levels Audio Post,Game-Show-Music-Reality-TV,"Twelve finalists and/or future singers (six men and six women) who were selected from America, compete in a talent contest in which they were asked to sing any song they like on this ""Star Search"" clone. After each song that was sung, the judges, Abdul, Jackson and Cowell, then critique that finalist's chosen song. After each show's ending, America must vote for a finalist to whom they really think their performance is good using this AT&T (now Cingular Wireless) or any other cellular phone to cast votes with. Once the votes are locked in, the judges and America decides who has the most and the least amount of votes, and the contestant with the least amount of votes is eliminated, and it goes on each week's show until the winner is crowned as ""American Idol,"" where he/she wins a recording contract worth up to $1,000,000. The rest of the other finalists to whom they have been voted off before (the runner-up) also get recording contracts, too."
16507,2004.0,Dragon's World: A Fantasy Made Real,100,6.7,Justin Hardy,Charlie Foley-Charlie Foley-Justin Hardy,Darlow Smithson Productions,Fantasy,"An alternate scientific history, in which dragons were real and lived on Earth, is imagined in this fantasy docudrama. Dr. Tanner, a modern, but renegade scientist, hopes to prove the existence of the creatures by discovering paleontologic evidence."
16508,1969.0,Blind Beast,86,7.3,Yasuzô Masumura,Rampo Edogawa-Yoshio Shirasaka,Daiei Motion Picture Company-Daiei Studios,Drama-Horror,"A blind sculpter kidnaps a beautiful young model and takes her back to his home. He and his mother live in a warehouse that he has turned into a surreal tribute to the senses. It is filled with huge sculptures of body parts and the female form. He is obsessed with exploring the senses to the fullest. At first, the model only wants to escape from this bizarre scene, but eventually she succumbs to his strange vision and even surpasses his obsession."
16509,2003.0,C-Walk: It's a Way of Livin',85,6.5,CJ Mac,,,Documentary,"Straight off the streets of South Central L.A., CJ Mac brings you a documentary about a gang ritual that has become a popular dance craze. Hear the opinions from the artists who made the C-Walk mainstream through music videos and live performances, and meet the original Crip gang members who started the walk. Is it a dance... or a gang ritual? You decide! Features Snoop Dogg, WC, Ice-T, Kurupt, Ras Kass, Malik Yoba, Warren G and Jonathan Davis."
16510,2005.0,Lupin the 3rd: Crisis in Tokyo,,,,,,,
16511,1995.0,Trinity and Beyond: Atomic Bomb,92,8.0,Peter Kuran,Scott Narrie-Don Pugsley,Visual Concept Entertainment (VCE)-Documentary Film Works,Documentary-History,A documentary presenting mankind's most ambitious effort at perfecting the means to its own annihilation. Featuring newly unclassified atomic test footage.
16512,2000.0,Light Keeps Me Company,78,7.0,Carl-Gustav Nykvist,Michal Leszczylowski-Carl-Gustav Nykvist-Gudrun Nykvist,Beluga Film AB-Filmpool Nord-Nordisk Film-SVT Drama-Sandrews-Svensk Filmindustri,Documentary,"Carl-Gustaf Nykvist's documentary about his father, Sven Nykvist. The film is based on Sven's memoirs with Sven himself as narrator. A journey to the place of birth, Moheda, constitutes the hub of the film and during the journey friends and memories emerge."
16513,2001.0,The Sandy Bottom Orchestra,,,,,,,
16514,2002.0,Breakaway,100,5.5,Charles Robert Carner,Charles Robert Carner,Sony Pictures Television-TBS Superstation-Thomas Carter Company-Turner Broadcasting System,Action-Drama,
16515,1991.0,Sol Bianca: The Legacy: Vol. 2: Separation,,,,,,,
16516,2001.0,Jeepers Creepers,90,6.2,Victor Salva,Victor Salva,United Artists-American Zoetrope-Cinerenta-Cinebeta-Cinerenta Medienbeteiligungs KG-VCL Communications,Horror-Mystery,"On their way back home during the spring break, Darry and Patricia Jenner witness a mysterious person dumping something down a tunnel. Deciding to discover what was dumped down there, Darry discovers a huge disturbing hideout full of modified bodies. Darry and Patricia set off to get help, unaware that the individual is now aware of who has been down the tunnel. Darry and Patricia soon realizes that their pursuer is not just a mysterious person, but something even more horrifying, who has more in store than they could possibly imagine."
16517,1981.0,S.O.B.,122,6.4,Blake Edwards,Blake Edwards,Artista Management-Geoffrey Productions-Lorimar Film Entertainment,Comedy-Drama,"Felix Farmer is an extremely successful Hollywood producer, whose movies for Capitol Pictures have never lost money,... until now, with his latest, most expensive film to date, Night Wind, ending up being a major flop. The film, starring his popular Academy Award winning actress wife, Sally Miles, who has a G-rated screen image, almost bankrupts the studio. As such, the studio execs turn on Felix, who want to take over creative control of the movie and re-edit it to lessen the damage. It also turns Felix suicidal, his mental state which in turn leads to Sally leaving him and taking their two children with her. As Felix tries and tries again unsuccessfully to kill himself, he finally stumbles upon an idea which gets him out of his depression. He plans to use his and Sally's money to purchase the movie back from the studio, and re-imagine it by adding a few new scenes, to drastically altar it from the G-rated fantasy film it is, to an R-rated sex romp, complete with Sally baring her naked breasts on screen. In doing so, Felix believes it has the potential to become the most popular film to date. A major obstacle in being able to carry out his idea is Sally, who has long protected her good girl screen image. What ends up happening is largely dictated by those around them, from the major players to those on the periphery of their lives, each who is working on his or her own self interest, with even those at the far edge of the periphery having a profound effect on the proceedings."
16518,1995.0,Charles Bukowski: Bukowski at Bellevue,,,,,,,
16519,2002.0,National Geographic: The Incredible Human Body,60,7.5,Karen Goodman-Kirk Simon,Karen Goodman-Kirk Simon,Simon and Goodman Pictures,Documentary,"Cutting-edge medical technology and riveting, life-or-death personal dramas combine in this unprecedented, from-the-inside-out exploration of The Incredible Human Body. Marvel at the revolutionary imaging system used to guide a surgeon's scalpel in a delicate brain-tumor operation. Witness a childless couple's fight to beat the odds and create a new life with a micro-technological assist. See how London cabbies are sending modern brain development theories on an unexpected detour. An astonishing excursion into the living bodies of real people, right down to their stem cells, this is the extraordinary inside story of the human machine as you've never seen it before."
16520,2001.0,Goodbye Mr. Cool,101,6.5,Jingle Ma,Susan Chan-Sin Ling Yeung,,Crime-Drama,
16521,1975.0,Night Moves,100,7.1,Arthur Penn,Alan Sharp,Warner Bros.-Hiller Productions-Layton Productions-Major Studio Partners,Crime-Mystery-Thriller,"Private detective and former football player Harry Moseby gets hired on to what seems a standard missing person case, as a former Hollywood actress whose only major roles came thanks to being married to a studio mogul wants Moseby to find and return her daughter. Harry travels to Florida to find her, but he begins to see a connection between the runaway girl, the world of Hollywood stuntmen, and a suspicious mechanic when an unsolved murder comes to light."
16522,2004.0,Shall We Dance?,106,6.1,Peter Chelsom,Masayuki Suo-Audrey Wells,Miramax,Comedy-Drama-Music-Romance,"John Clark is a middle aged Chicago estate lawyer. He loves his family, which includes his wife Beverly, but their combined busy schedules and getting caught in a rut after two decades of marriage has left him feeling unfulfilled. While taking the el train home every night, he notices the same young, beautiful contemplative woman staring out of one of the windows of Miss Mitzi's Dance Studio, which specializes in ballroom. He is intrigued enough with her beauty and sadness to go in one evening on his way home. He learns that she is Paulina, one of the instructors and a former world class ballroom dancer. Because of her, he signs up for beginner group dance lessons, regardless of them being taught by Miss Mitzi herself, and not Paulina. As time progresses, John gets caught up in the lives of those at Miss Mitzi's: his two fellow classmates - overweight Vern who wants to learn to dance for his upcoming wedding, and Chic, who wants to impress the ladies - and two of the studio's competitive amateurs, opinionated and brash Bobbie, who is looking for a dance partner, and one person who surprises John and who just wants to be able to show his true colors to the world while hiding under a mask. But as Paulina slowly allows herself to be involved in their lives as well, despite she vowing not to fraternize with the students, John comes to the spoken realization of what he was looking for when he first spotted Paulina in the window. Similarly, each of those at the dance studio are looking for their small place in life with the right person, Paulina included. John may not get the happy ending that he wants as Beverly, based on circumstances, believes he is having an affair."
16523,2000.0,Heavy Metal 2000,88,5.4,Michael Coldewey-Michel Lemire,Simon Bisley-R. Payne Cabeen-Kevin Eastman,CinéGroupe-Helkon Media-Das Werk-Trixter Film-Artisan Film,Animation-Action-Adventure-Fantasy-Sci-Fi,"In ages past, a malevolent race called the Arakacians discovered a place where space-time leaked an immortality water. The Arakacians conquered the known universe for centuries, and were finally vanquished after the fountain chamber was sealed by freedom fighters. Upon discovery of a shard of the Loc-Nar (the evil orb from the original movie), a miner named Tyler becomes possessed by an insatiable hunger for power and a thirst for immortality. On his way to a planet which has the immortality fountain, Tyler makes a brief stop on F.A.K.K.² (Federation-Assigned Ketogenic Killzone) because its inhabitants carry some immortality water in their bodies. Tyler invades the space colony, wipes out most of the inhabitants, and kidnaps a beautiful woman named Kerrie. Enraged by Tyler's careless rampage, Kerrie's beautiful sister Julie vows to avenge her family and wipe out Tyler before he reaches the fountain."
16524,2002.0,Monk: Season 1,,,,,,,
16525,1985.0,The Sure Thing: Special Edition,,,,,,,
16526,1996.0,Summer Fling,104,6.3,David Keating,Gabriel Byrne-David Keating-Ferdia MacAnna,Nordisk Film-Northolme Entertainment-Parallel Film Productions-Raidió Teilifís Éireann-Screen Ireland,Comedy-Drama,"It is 1977, Dublin rocks to the music of Thin Lizzy and the world is stunned by the death of Elvis Presley. Frankie, caught between acne and adulthood, has just completed his final exams in school. Convinced he will fail, he survives the summer organising a beach party, having lustful thoughts about two girls he believes are unobtainable and fending off the advances from a visiting American family friend, all whilst coping with his oddball family."
16527,1996.0,Frisk,101,5.5,Ringo Lam,Larry Ferguson,Columbia Pictures-Roger Birnbaum Productions-Moshe Diamant Production,Action-Crime-Mystery-Romance-Thriller,"A policeman finds out that he had a twin brother who was killed in a violent altercation. He takes his twin brother's place, inheriting his problems and his girlfriend, determined to expose corruption and collusion between the FBI and the Russian mafia."
16528,2002.0,Barry Manilow: Ultimate Manilow!,,8.5,Bruce Gowers,Barry Manilow-Mitzie Welch-Ken Welch,,Music,
16529,1988.0,Curse of the Queerwolf,86,5.5,Mark Pirro,Mark Pirro,Pirromount Productions,Comedy-Horror,"After being bitten by what he thinks is a transvestite, Larry starts having nightmares about hillbillies, ominous visits from an old gypsy woman, and having the strangest reactions to the full moon..."
16530,1961.0,The Devil at 4 o'clock,126,6.5,Mervyn LeRoy,Liam O'Brien-Max Catto,Mervyn LeRoy Productions Inc.-Fred Kohlmar Productions,Adventure-Drama-Thriller,"Three convicts enroute to Tahiti are put to work at a children's leper hospital when their plane makes an unexpected stop on another island. There, Father Perreau is to get off and replace Father Doonan, who's been relieved of his duties by the cardinal. Once on the island, things get out of control when the volcano decides to erupt, and the Governor orders an evacuation. The convicts, priests and leper children are all on top of the island and have no sure way to get down and off to safety. All must work together if any are to survive."
