id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
2380,1991,Not Without My Daughter,116,6.3,Brian Gilbert,Betty Mahmoody-William Hoffer-David W. Rintels,Pathé Entertainment-Ufland,Drama-Thriller,"""Moody"" is an Iranian doctor living in America with his American wife Betty and their child Mahtob. Wanting to see his homeland again, he convinces his wife to take a short holiday there with him and Mahtob. Betty is reluctant, as Iran is not a pleasant place, especially if you are American and female. Upon arrival in Iran, it appears that her worst fears are realized: Moody declares that they will be living there from now on. Betty is determined to escape from Iran, but taking her daughter with her presents a larger problem."
2381,1970,Watermelon Man,100,6.6,Melvin Van Peebles,Herman Raucher,Columbia Pictures-Johanna,Comedy-Drama,"Jeff Gerber, an insurance agent, lives in a typical suburban neighborhood. He is also both racist and a fitness freak. But Jeff's bigoted world of taunting and harassing black people on and off the job is turned upside down when his skin inexplicably turns dark overnight. As Jeff tries to come to terms with this unexplained phenomenon that has befallen him, he soon becomes the victim himself when all of his friends and neighbors suddenly shun and harass him. This puts a strain on his marriage and loyal wife Althea, who begins to crack under the pressure. When all medical attempts to change his skin back to his former color fail, Jeff accepts that Kharma has caught up with him. Jeff tries to see the light of being a persecuted black man in this cruel and segregated world with the help of some of some new black friends, some of whom were people he, as a white man, taunted and harassed."
2382,2001,Hitched,89,5.5,Wesley Strick,Wesley Strick,Fuller Productions Inc.,Thriller,"Salesman Ted Robbins is reported missing by his wife Eve, who actually keeps him imprisoned in his own home's basement after discovering his serial infidelity by car accident. Police detective in charge Cary Grant, who plans to retire and become a professional Frisbee golfer, has an eye on Eve. By the time he smells a rat, the tables have started turning, with grim results."
2383,2000,The Queens of Comedy,,,,,,,
2384,1999,Radiohead: Meeting People Is Easy,,,,,,,
2385,1999,Center Stage,,,,,,,
2386,2002,Pumpkin,113,6.2,Anthony Abrams-Adam Larson Broder,Adam Larson Broder,American Zoetrope-Bona Fide Productions-Pumpkin Productions LLC-United Artists,Comedy-Drama-Romance-Sport,"Perky, perfect Carolyn and her Alpha Omega Pi sisters plan to win Sorority of the Year by impressing the Greek Council with a killer charity: coaching mentally challenged athletes for the regional Challenged Games. When Carolyn's assigned to coach Pumpkin she's terrified at first, but soon sees in him something she's never seen before: a gentle humanity and honest clarity that touches her soul. To the horror of her friends and Pumpkin's overprotective mother, Carolyn falls in love, becoming an outcast in the process. As Carolyn's ""perfect life"" falls apart, Pumpkin teaches her that perfect isn't always perfect after all."
2387,2001,Luther Vandross: Journeys in Black,,,,,,,
2388,1995,Man of the House,96,5.1,James Orr,David E. Peckinpah-Richard Jefferies-James Orr,All Girl Productions-Forever Girls Productions-Marty Katz Productions-Orr & Cruickshank-Walt Disney Pictures,Comedy-Family,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer."
2389,1992,The Cutting Edge,101,6.9,Paul Michael Glaser,Tony Gilroy,Metro-Goldwyn-Mayer (MGM)-Interscope Communications,Drama-Romance-Sport,"At the 1988 Winter Olympics at Calgary, we see Doug Dorsey battered in a vicious hockey game against West Germany. We then see Kate Moseley doing her program and falling when a lift goes bad. Both have fought all their life to get to the Olympics and suddenly the dream has been shattered. The movie then follows Kate, a tempermental but talented figure skater, through many partners until finally her coach resorts to recruiting a hockey player. Through the difficult training of 15 hours of skating a day they finally prepare for Nationals and the Olympics. A romance is budding and their final show could bend or break them as they try to achieve their dreams of an Olympic Gold medal."
2390,1982,Wild Style,,,,,,,
2391,2004,Along Came Polly,90,5.9,John Hamburg,John Hamburg,Universal Pictures-Jersey Films-Loofah Productions,Comedy-Romance,"Reuben Feffer thinks he's found the love of his life but on his honeymoon he discovers her cheating on him with a scuba instructor. Reuben travels back home to get his life on track. On a night out with best pal, Sandy Lyle, Reuben discovers an old school friend, Polly Prince. Reuben feels a connection straight away, and tries constantly to get her to like him. But it's not going to be easy for Reuben, especially when he spends his days calculating risks, and when someone unexpected turns up."
2392,2004,NBA Dynasty Series: The Complete History of the Lakers,,,,,,,
2393,1980,The Blues Brothers: Theatrical Cut,,,,,,,
2394,1998,The Prophecy 2,87,5.8,Greg Spence,Gregory Widen-Matt Greenberg-Greg Spence,Dimension Films-NEO Motion Pictures-Overseas FilmGroup,Fantasy-Horror-Thriller,"Gabriel returns to Earth to prevent the birth of a child conceived by one of his kind (the Angel Danyael) and one of God's ""monkeys"" (a human woman - Valerie). The coming of this child has been prophesied by a monk, Thomas. When the Angel Danyael kills members of Gabriel's army of angels, Gabriel instead employs the assistance of a teenage girl (Izzy) who has just committed suicide. Gabriel keeps her alive to assist him in his war against Danyael and the other angels which climaxes in a battle in Eden."
2395,1996,Scream,111,7.2,Wes Craven,Kevin Williamson,Dimension Films-Woods Entertainment,Horror-Mystery,"A year after her mother's death, Sydney Prescott (Neve Campbell), and her friends started experiencing some strange phone calls. They later learned the calls were coming from a crazed serial killer, in a white faced mask and a large black robe, looking for revenge. His phone calls usually consist of many questions, the main one being: Whats your favorite scary movie? Along with many scary movie trivia, ending with bloody pieces of innocent lives scattered around the small town of Woodsboro."
2396,1997,Starship Troopers: Bonus Material,,,,,,,
2397,2004,Golf for Dummies,75,6.5,Chris Ohlmeyer,,Winnercomm Inc.,,"The bestselling guide to golf is now on DVD! Get on top your your golf game. Whether you're new to golf or already a strong player, you're bound to learn something new about the game with this video. Get a grip on this simple (but not so easy) game and benefit from a golf champion's 30 years of experience. GOLF FOR DUMMIES is designed for golfers of all ages, levels and egos, and is an easy-to-follow program for any player."
2398,1995,Cadfael: The Virgin in the Ice,76,8.4,Malcolm Mowbray,Russell Lewis-Edith Pargeter,,Crime-Drama-Mystery,"A young nun is found violated and murdered, while the brother and sister she was escorting have disappeared. A mysterious forest ranger dedicates himself to rescuing the children, while Brother Oswin blames himself for Sister Hilaria's death. Cadfael must identify the killer and do what he can to aid in the children's rescue."
2399,1994,Kenny Loggins: Outside from Redwoods,81,7.4,,,,Music,"The Emmy-nominated Outside: From The Redwoods features an intimate set by Kenny Loggins packed with new arrangements of his greatest hits. Includes new versions of Footloose, Celebrate Me Home and This is It with special guest Michael McDonald."
2400,1992,Home Alone 2: Lost in New York,120,6.7,Chris Columbus,John Hughes-John Hughes,Twentieth Century Fox-Hughes Entertainment,Adventure-Comedy-Family,"Kevin McCallister is back. But this time he's in New York City with enough cash and credit cards to turn the Big Apple into his very own playground. But Kevin won't be alone for long. The notorious Wet Bandits, Harry and Marv, still smarting from their last encounter with Kevin, are bound for New York too, plotting a huge holiday heist! Kevin's ready to welcome them with more battery of booby traps the bumbling bandits will never forget!"
2401,2000,The Pornographer,,,,,,,
2402,1988,Last Rites,103,5.2,Donald P. Bellisario,Donald P. Bellisario,Metro-Goldwyn-Mayer,Action-Crime-Drama-Romance-Thriller,A New York priest with blood ties to the Mafia uses the auspices of the Church to protect the mistress of a murdered Mafia Don--who is being hunted by hitmen in the employ of her lover's widow.
2403,1997,Wolves at Our Door,52,8.5,Jim Dutcher,Mose Richards,,Documentary,
2404,1991,Picture This,58,7.3,George Hickenlooper,George Hickenlooper,Kino-Eye American-Nelson Entertainment,Documentary,
2405,2003,MI-5: Vol. 2,,,,,,,
2406,1994,A Touch of Frost: Season 2,,,,,,,
2407,1996,Larger Than Life,93,5.6,Howard Franklin,Roy Blount Jr.-Pen Densham-Garry Williams,United Artists Pictures-Trilogy Entertainment Group-RCS-Majestic Films International-TRM,Comedy-Family,"Motovational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of a elephant that was his father's pride and joy in circus acts. His main intention is to sell the pacaderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two trek through the country Jack and the elephant develop a bond, and it changes his approach on life for the better."
2408,1936,My Man Godfrey,94,8.1,Gregory La Cava,Morrie Ryskind-Eric Hatch-Eric Hatch,Universal Pictures,Comedy-Drama-Romance,"In the depths of the Depression, a party game brings dizzy socialite Irene Bullock to the city dump where she meets Godfrey, a derelict, and ends by hiring him as family butler. He finds the Bullocks to be the epitome of idle rich, and nutty as the proverbial fruitcake. Soon, the dramatizing Irene is in love with her 'protege'...who feels strongly that a romance between servant and employer is out of place, regardless of that servant's mysterious past..."
2409,1976,Robin and Marian,106,6.6,Richard Lester,James Goldman,Columbia Pictures-Rastar Pictures,Adventure-Drama-Romance,"It is twenty years after Robin Hood's heroics against Prince John and the Sheriff of Nottingham. Since then, Robin (Sir Sean Connery) has spent all his time outside of England, fighting as Richard the Lionheart's right-hand man in the Crusades and in France. His only connection to his past life in Sherwood Forest is his faithful companion, Little John (Nicol Williamson). However, Richard the Lionheart is now dead and a war-weary, middle-aged Robin decides to return to England. His first priority: rekindle his relationship with Maid Marian (Audrey Hepburn). However, if he figured on a peaceful life, he didn't bargain on the machinations of the Sheriff of Nottingham (Robert Shaw) and King John (Sir Ian Holm)."
2410,1998,Dancer,97,6.8,Tim McCanlies,Tim McCanlies,Caribou Pictures-Chase Productions-HSX Films,Comedy-Drama-Family,"Four friends from the small Texas town of Dancer are graduating from high school and are planning to move to L.A. after graduation, taking the population of Dancer down to 77 from 81. All other 77 residents feel threatened by their decision and decide to spoil their plans by all means possible."
2411,2004,The Life & Death of Peter Sellers,122,6.9,Stephen Hopkins,Roger Lewis-Christopher Markus-Stephen McFeely,HBO Films-BBC Films-The De Mann Entertainment Company-Company Pictures,Biography-Comedy-Drama-Romance,"The professional and personal life of actor and comedian Peter Sellers was a turbulent one. His early movie fame was based primarily on his comic characterizations, often of bumbling and foreign-accented persons, characters which he embodied. As his movie fame rose, he began to lose his own personal identity to his movie characters, leading to self-doubt of himself as a person and a constant need for reassurance and acceptance of his work. This self-doubt manifested itself in fits of anger and what was deemed as arrogance by many. In turn, his personal relationships began to deteriorate as his characterizations were continually used to mask his problems. His first wife, Anne Howe, left/divorced him and his relationships with his parents and children became increasingly distant. His relationship with his second wife, Swedish actress Britt Ekland, was based on this mask. In his later life, he tried to rediscover himself and his career with what would become his penultimate film role, that of Chance in Being There (1979)."
2412,2004,Harry Potter and the Prisoner of Azkaban: Bonus Material,,,,,Hollywood 1-2-3 Inc.-ZAP Entertainment,News,
2413,1995,Streets of Laredo,300,7.4,Joseph Sargent,Larry McMurtry-Diana Ossana,De Passe Entertainment-Levinson Productions-RHI Entertainment,Drama-Western,"Captain Woodrow Call, now retired from the Rangers, is a bounty hunter. He is hired by an eastern rail baron to track down Joey Garza, a new kind of killer, only a boy, who kills from a distance with a rifle. Joined by his old compadre Pea Eye, it is a long ride to south Texas and the Mexican side of the border, where the past, in the form of Maria Garza, Joey's mother, haunts Call."
2414,2000,Naked States,80,6.4,Arlene Nelson,,Cinemax Reel Life-Juntos Films-Stolen Car Productions,Documentary,"Photographer Spencer Tunick travels the U.S. in search of volunteers to pose nude for his outlaw photo-shoots, all of them done out in public and often without legal permits. This documentray chronicles Tunick's logistic nightmares, his brushes with the law, and the free-spirit-volunteers who discard their inhibitions for his artistic vision, and their own personal concepts of self-gratification"
2415,1991,Chains of Gold,95,5.1,Rod Holcomb,John Petz-Linda Favila-Anson Downes,Management Company Entertainment Group,Action-Crime-Drama-Thriller,"Scott Barnes is an alcoholic turned social worker hellbent on saving a young boy named Tommy from self-destructing when he finds out he has begun selling crack in an organization called YIP, run by Carlos."
2416,1974,The Deluge,287,7.8,Jerzy Hoffman,Jerzy Hoffman-Adam Kersten-Henryk Sienkiewicz,"A.P. Dovzenko Filmstudio-Belarusfilm-PRF ""Zespol Filmowy""",Adventure-History-Romance-War,"During the 1655 war between Protestant Sweden and Catholic Polish-Lithuanian Commonwealth some Polish-Lithuanian nobles side with Swedish king Charles X Gustav while others side with the Polish king Jan Kazimierz. Polish colonels Andrzej Kmicic and Michal Wolodyjowski turn from foes to friends and together they fight against traitors, renegade Polish nobles and Swedish invaders."
2417,2001,Yeh Teraa Ghar Yeh Meraa Ghar,175,5.8,Priyadarshan,Priyadarshan-Neeraj Vora-Neeraj Vora,Ripples Picture Entertainment,Comedy-Drama,In debt; Dayashankar Pandey is forced to go to Bombay to ask his tenants to vacate his house as it is his only means of acquiring money to pay off his loans. But the problem is these people refuse to move forcing Dayashankar to take matters into his own hands thus making it more difficult for the people to move as situations are in there favors.
2418,1960,Sink the Bismarck,97,7.2,Lewis Gilbert,Edmund H. North-Edmund H. North-C.S. Forester,Twentieth Century Fox,Action-Drama-History-War,Chronicles the breakout of the Bismarck during the early days of World War Two. Seen both from the point of view of the many naval vessels on both sides and from the central headquarters of the British where the search for the super battleship was controlled.
2419,2004,Michael Jackson: The One,60,8.6,Jim Gable-Paul Hunter,,Graying & Balding Inc.-Optimum Productions,Documentary-Music,
2420,2001,The Vertical Ray of the Sun,,,,,,,
2421,2004,With All Deliberate Speed,110,7.8,Peter Gilbert,Nathan Antila,Camera Planet,Documentary-History,"Documentary filmmaker Peter Gilbert unearths the legacy of the landmark Supreme Court decision in Brown v. Board of Education -- where it was ruled that ""in the field of public education, the doctrine of 'separate but equal' has no place"" -- via never-before-heard stories from people directly responsible for, and greatly affected by, the original case."
2422,2004,Primer,77,6.9,Shane Carruth,Shane Carruth,ERBP,Drama-Sci-Fi-Thriller,"Engineers Aaron, Abe, Robert and Phillip are working on an invention, the prototype being built in Aaron's garage. This project is beyond their day jobs. The project truly does belong to Aaron and Abe, as they use all their free time working on it, primarily trying to overcome the many engineering related problems they've encountered. It is during one of his tests with the invention running that Abe discovers that a protein inside the main unit has multiplied much more rapidly than it could in nature. Rather than the invention being a protein super incubator, Abe, using himself as a guinea pig, and a very meticulous one at that, discovers that the invention can be used as a time machine. In his self experiment, Abe was especially careful not to interfere with his own self in that time warp. Abe passes along this discovery to Aaron, who he expects will tell his wife Kara in what is the sanctity of their marriage, but he doesn't want to tell either Robert or Phillip. Much to Abe's surprise, Aaron does not want to tell Kara, it being a sole intellectual property of just the two of them, in the process moving the base of operation to a locked storage unit. Aaron's plan for the two of them is to use the invention to win big in the stock market by knowing through the time travel what has happened in the market. With two thoughts on the matter now instead of just one, Aaron and Abe may hit some logistical and philosophical roadblocks in how to move forward."
2423,2000,Small Time Crooks,94,6.7,Woody Allen,Woody Allen,DreamWorks-Sweetland Films,Comedy-Crime,"Dishwasher and small-fry criminal Ray hits on a plan with his partners in crime to re-open a local pizza place and dig through to the bank down the street. As his wife can't cook pizza but does great cookies, that's what they sell. While the no-hope tunnellers get lost underground, the cookie operation really takes off and the team find themselves rich business people. But the other local money isn't quite ready to accept them."
2424,2004,Death in Gaza,80,8.2,James Miller,Saira Shah,Frostbite Films-HBO Documentary Films,Documentary,"In 2003, documentarian James Miller began filming Palestinian children but was killed by an Israeli soldier before he could finish the project. Assembled from footage shot before his death, this film follows three children in the Gaza Strip city of Rafah. Twelve-year-old friends Ahmed and Mohammed, many of whose friends have been killed by Israeli forces, dream about martyrdom, while 16-year-old Najla has also lost many of her relatives. All three talk about their lives and hatred of Israel."
2425,1998,The Swan Princess: Mystery of the Enchanted Treasure,71,5.8,Richard Rich,Brian Nissen-Richard Rich,Nest Family Entertainment-Rich Animation Studios-Swan III,Animation-Family-Fantasy-Mystery,"The royal couple Odette and Derek face yet another evil magician, this time a woman named Zelda. Lusting for the treasure of the Forbidden Arts, which will give her absolute power, Zelda kidnaps Odette as ransom. Derek and several animal friends head off to rescue Odette."
2426,2004,Dark Harvest 2: The Maize,100,2.1,Bill Cowell,Bill Cowell,Captures Entertainment,Horror,
2427,1983,Philip Marlowe Private Eye,60,8.1,,Raymond Chandler-Jo Eisinger-Jeremy Hole,David Wickes TV-Home Box Office-London Weekend Television-Paragon Motion Pictures,Action-Crime-Mystery-Romance-Thriller,"Relying on his wits, instinct, gun and whiskey private detective Philip Marlowe solves many of Los Angeles' worst crime cases during the 1930s. His style is sarcastic, his methods are unorthodox, his charm is adored by the ladies, his meddling is hated by the local cops, his wallet is often times empty and his skull is hardened by the many unexpected blows received in the dark. Despite his low social status, his constant drinking and the lowly company he keeps Philip Marlowe has very high moral standards and a very developed sense of justice. Often times he lends a helping hand to those in need who are at the bottom of society and also to tear-eyed attractive ladies in distress who can gift him a kiss and a drink. The crime mystery series are adapted from Raymond Chandler's short stories."
2428,1990,Shanghai,,,,,,,
2429,1997,Close to You: Remembering the Carpenters,90,8.4,,,Public Broadcasting Service,Documentary-Music,
2430,1979,Alien: Collector's Edition,,,,,,,
2431,2000,Nuremberg,180,7.4,Yves Simoneau,Joseph E. Persico-David W. Rintels,Alliance Atlantis Communications-British American Entertainment-Canadian Television-Cypress Films (I)-Les Productions La Fête Inc.,Drama-History-War,"Following the defeat of Germany in WWII, the Allies determine that there must be an accounting of German war crimes. Twenty-four Nazis, representative of all sections of military and civilian life are chosen to stand trial for the crimes of conspiracy to commit aggression, commission of aggression, crimes during war and crimes against humanity. The preparations for the trial, the trial itself and its aftermath are shown through the eyes of Chief Prosecutor Robert Jackson and through the eyes of Reichsmarshal Hermann Goering, the ranking Nazi defendant."
2432,2003,29 Palms,119,5.3,Bruno Dumont,Bruno Dumont,3B Productions-The 7th Floor-Thoke Moebius Film Company,Drama,"David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a magazine photo shoot. They find a motel in the town of Twentynine Palms and spend their days in their sport-utility vehicle, discovering the Joshua Tree Desert, and losing themselves on nameless roads and trails. Frantically making love all the time and almost everywhere, they regularly fight, then kiss and make up, with little else going on in their empty relationship and quite ordinary daily life--until something horrible and hideous brutally puts an end to their trip."
2433,2000,Harvey Birdman,15,8.0,,Joseph Barbera-William Hanna-Michael Ouweleen,Allied Arts & Science-Cartoon Network-J.J. Sedelmaier Productions-Turner Studios-Williams Street,Animation-Comedy-Sci-Fi,"Harvey Birdman, the superhero formerly known as Birdman, is now a practicing (and dimwitted) lawyer. His cases always involve legal disputes between cartoon characters. Past cases involve custody of Jonny Quest, a copyright infringement case between the Chan Clan and Jabberjaw, and Fred Flintstone's possible mob connections."
2434,2003,The Tai Chi Master,127,7.2,Kin-Wu Lee-Chiu-Yee Yip-Cheung-Yan Yuen,Wing-Fai Wong,,Action,
2435,1986,Critters,86,6.0,Stephen Herek,Domonic Muir-Domonic Muir-Stephen Herek,New Line Cinema-Sho Films-Smart Egg Pictures,Comedy-Horror-Sci-Fi,A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.
2436,1993,Fist of the Red Dragon,91,6.3,Chin-Chung Chan-Woo-Ping Yuen,Chin-Chung Chan-Wing-Fai Wong-Jobic Tsui,Art Sea Films,Action-Drama,"Action-packed as usual with Donnie Yen kicking his adversaries in the role of ""Beggar Su"". Basic plot revolves around a young Beggar Su getting addicted to opium and manipulated by a scheming imperial prince to fight against WFH and assassinate a righteous general. As expected, Beggar Su repents and gangs up with WFH against the prince in a climactic battle. Guess who you have helping the prince, the White Lotus sect of course..."
2437,1975,A Woman Called Sada Abe,76,6.2,Noboru Tanaka,Akio Ido,Nikkatsu,Biography-Drama,"The daughter of a wealthy merchant, beautiful Sada Abe is banished from her wealthy father's home when he discovers that her virginity was stolen from her in a brutal rape. Subsequently sustaining her existence as a prostitute, Sada soon makes the acquaintance of restaurateur Kichizo who is immediately captivated by her mysterious beauty. As the couple eschews the outside world in favor of a secluded week of sexual bliss, pleasure soon gives way to obsession -- setting into motion a dangerous sequence of events that can only end in tragedy."
2438,1998,Ricochet River,,,,,,,
2439,2005,WWE: Summerslam 2005,,,,,,,
2440,1976,Little House on the Prairie: Season 3,,,,,,,
2441,2001,Smallville: Season 1,,,,,,,
2442,1972,Godzilla vs. Gigan,89,5.7,Jun Fukuda,Takeshi Kimura-Shin'ichi Sekizawa,Toho Company-Toho Eizo Co.,Action-Adventure-Family-Horror-Sci-Fi,"Aliens from space plan to conquer the world using space monsters Gigan and King Ghidrah, which they control from their secret headquarters inside the head of the Godzilla-replica building at a theme park. The only thing that can stop them is the combined efforts of Godzilla and Anguirus."
2443,1992,Like Water for Chocolate,105,7.2,Alfonso Arau,Laura Esquivel-Laura Esquivel,Arau Films Internacional-Aviacsa-Cinevista-Fonatur-Fondo de Fomento a la Calidad Cinematográfica-Gobierno del Estado de Coahuila-Instituto Mexicano de Cinematografía-Secretaria de Turismo,Drama-Romance,"In a forgotten Mexico village Tita and Pedro fall in love, but their marriage is forbidden as to traditions. Mother Elena sees Tita's role as her caretaker for life - no youngest daughter has ever married and her daughter will not be the first to break tradition. Tita's heart breaks when her mother offers Pedro her sister instead of her, and he accepted it just to live near Tita- he says. Now they live in the same house, and mother Elena cannot forbid their love as she did their marriage."
2444,1970,The Last Valley,,,,,,,
2445,2002,We Were the Mulvaneys,86,6.6,Peter Werner,Joyce Carol Oates-Joyce Eliason-Peter Silverman,Adelson Entertainment-Von Zerneck Sertner Films,Drama,
2446,1964,Tale of Time Lost,85,7.2,Aleksandr Ptushko,Vladimir Lifshits-Evgeniy Shvarts,Mosfilm,Comedy-Family-Fantasy,Kind and instructive tale of four evil wizards who decided to regain youth. But for this it was necessary to find people aimlessly waste their time. Luck smiled on them! They met four disorderly students. Wizards bewitched students and turned them into old people and themselves become children. But the students had one last chance - before sunset they had to find a home of wizards and move back magic arrows on the clock.
2447,2003,Nefertiti Resurrected,89,6.6,Matthew Wortman,Shaun Trevisick,Discovery Channel-Atlantic Productions,Documentary,"Dr. Joann Fletchers, an Egyptologist finds three abandoned mummies in a tomb in the Valley Of Kings. She thinks the third mummy is the forgotten legend, once the most powerful woman on earth; Nefertiti. With the help of modern day technology and scientists she tries to uncover mysteries surrounding the life of Nefertiti. But is the mummy really Nefertiti?"
2448,1991,Prime Suspect 1,207,8.3,Christopher Menaul,Lynda La Plante,Granada Television,Crime-Drama-Mystery-Thriller,"DCI Jane Tennison has been passed over time and again to lead a murder investigation, so when one of her fellow DCIs has a heart attack just before he's ready to charge their prime suspect, Jane sees her chance to lead a murder investigation. But the murder squad she takes over is hostile to her, the men upstairs are eager to pull the plug on her investigation, her personal relationships suffer from her obsession with work, and the prime suspect remains elusive. Jane has her work cut out for her as she and her team work their way through computer data trails, legwork, intuitive leaps, chases, arrests, and confessions to find the killer."
2449,1939,The Private Lives of Elizabeth and Essex,106,7.2,Michael Curtiz,Norman Reilly Raine-Æneas MacKenzie-Maxwell Anderson,Warner Bros.,Biography-Drama-History-Romance,"This period drama frames the tumultuous affair between Queen Elizabeth I and the man who would be King of England, Robert Devereux, the Earl of Essex. Ever the victor on the battlefield, Devereux returns to London after defeating Spanish forces at Cadiz. Middle-aged Elizabeth, so attracted to the younger Devereux but fearful of his influence and popularity, sends him on a new mission: a doomed campaign to Ireland. When he and his troops return in defeat, Devereux demands to share the throne with the heir-less queen, and Elizabeth, at first, intends to marry. Ultimately sensing the marriage would prove disastrous for England, Elizabeth sets in motion a merciless plan to protect her people and preserve her throne."
2450,1975,Inserts,117,6.3,John Byrum,John Byrum,Film and General Productions,Comedy-Drama,"A once-great silent film director, unable to make the transition to the new talkies, lives as a near-hermit in his Hollywood home, making cheap, silent sex films, and suffering in the knowledge of his sexual impotence, and apathetic about the plans to demolish his home to make way for a motorway. His producer and his producer's girlfriend come by to see how he is doing (and to supply heroin to the actress as her payment). The girlfriend stays to watch them filming, and is deeply impressed by his methods. When the actress goes to the bathroom, and dies there of an overdose, the girlfriend takes her place in the film. Then the producer returns..."
2451,2004,Stealing Candy,,,,,,,
2452,2001,Lord of the Rings: The Fellowship of the Ring,178,8.8,Peter Jackson,J.R.R. Tolkien-Fran Walsh-Philippa Boyens,New Line Cinema-WingNut Films-The Saul Zaentz Company,Adventure-Drama-Fantasy,"An ancient Ring thought lost for centuries has been found, and through a strange twist of fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it. However, he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir, and his three Hobbit friends Merry, Pippin, and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign."
2453,2001,Happy End,,,,,,,
2454,2002,Jane Goodall's Wild Chimpanzees: IMAX,,7.6,David Lickley,Stephen Low,"Discovery Place, Charlotte-Science Museum of Minnesota-Science North",Documentary,"For close to forty years, the great zoologist, Jane Goodall, has studied the nature of the wild chimpanzees of Africa and has learned about these remarkable animals. This films explores the scientist's life and work with a major emphasize on the various chimps she has studied and grown to love. In her research, she has learned their complex societies, their remarkbable intelligence and their shared nature with humanity, both good and bad. In addition to her research, also learn about her fight to preserve the threatened animal populations and her determination to save them."
2455,1995,Burnzy's Last Call,85,6.3,Michael De Avila,Michael De Avila-George Gilmore,Rockville Pictures Inc.,Comedy-Drama,"Set almost entirely inside a dive bar in Manhattan, New York City, known as a ""gin joint"" or a ""watering hole"", the regular patrons at Eppine's Bar attempt to cope with the homogenizing world around them as they struggle with personal and political identity as the rest of the city slowly gives into gentrification while the place stands as the last battleground for individualism. Centering on the bartender Sal, and the elderly regular Burnzy, they witness and interact with various people that walk into the bar on this one long day whom include businessmen, college kids, a local bookie, a local cop, a drag queen, an abrasive gambler, annoying tourists, a kind yuppie woman, an alcoholic artist, and many others."
2456,1964,A Fistful of Dollars,99,8.0,Sergio Leone,Adriano Bolzoni-Mark Lowell-Víctor Andrés Catena,Jolly Film-Constantin Film-Ocean Films,Western,"An anonymous, but deadly man rides into a town torn by war between two factions, the Baxters and the Rojo's. Instead of fleeing or dying, as most other would do, the man schemes to play the two sides off each other, getting rich in the bargain."
2457,2004,A Cinderella Story,95,5.9,Mark Rosman,Leigh Dunlap,Warner Bros.-Gaylord Films-Clifford Werber Productions-Dylan Sellers Productions,Comedy-Family-Romance,"Samantha or ""Sam"", has a rough childhood with her father dying in an earthquake and a new stepmother with two awful daughters. But on the bright side, Sam has an awesome best friend named Carter and an email relationship with a guy named Nomad. One day, Sam gets an email from her Nomad saying that he wants to meet her in the middle of the dance floor at their high school Halloween dance. She accepts the invitation and glides into the room wearing the best outfit ever. Her Nomad takes her outside where they share a romantic dance together and Sam realizes that her email friend is the most popular guy in school, Austin Ames. She runs back to her stepmother's diner before she knows she went to the dance and drops her phone on the way. Austin finds it and starts a search for his Cinderella."
2458,1985,Plenty,121,6.1,Fred Schepisi,David Hare-David Hare,Pressman Productions-RKO Pictures,Drama,"Susan Traherne has been irreparably changed by her wartime experiences as a Resistance fighter. She sets out in the post-war world to make her way to what she wants, no matter who is hurt, or how."
2459,1967,Son of Godzilla,86,5.2,Jun Fukuda,Shin'ichi Sekizawa-Kazue Shiba,Toho Company,Action-Adventure-Family-Fantasy-Sci-Fi,"A group of scientists are on tropical Solgel Island in the Pacific to conduct weather control experiments. Just before they begin, they find giant preying mantises measuring 25 feet tall called Kamakaras. They decide to go ahead with the experiments, but a malfunction in one of the devices and as a result a radioactive storm that pushes the temperature up to two hundred degrees. The storm also causes the mantises to grow even bigger to 100 feet tall. The mantises then make their way to a huge mound where they uncover a giant egg which contains a young Godzilla, later named Minilla. Eventually, Godzilla shows up and saves his offspring. The rest of the movie features Godzilla taking care of and teaching his young son the skills that will eventually help him to become the new ""King of Monsters"" as well as fighting the Kamakaras and a giant spider named Kumoga."
