id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
199,1978,The Deer Hunter,183,8.1,Michael Cimino,Michael Cimino-Deric Washburn-Louis Garfinkle,EMI Films-Universal Pictures,Drama-War,"Michael, Steven and Nick are young factory workers from Pennsylvania who enlist into the Army to fight in Vietnam. Before they go, Steven marries the pregnant Angela, and their wedding party also serves as the men's farewell party. After some time and many horrors, the three friends fall in the hands of the Vietcong and are brought to a prison camp in which they are forced to play Russian roulette against each other. Michael makes it possible for them to escape, but they soon get separated again."
200,1964,The Fall of the Roman Empire,188,6.7,Anthony Mann,Ben Barzman-Basilio Franchina-Philip Yordan,Samuel Bronston Productions,Drama-History-War,"Action-packed look at the beginnings of the fall of the Roman Empire. Here is the glory, the greed and grandeur that was Rome. Here is the story of personal lust for power, and the shattering effects of that power's loss. Here is the tale of the plight of a people living on the brink of a political abyss."
201,2001,Home Movie,66,7.1,Chris Smith,,Bluemark Productions-Homestore.com Inc.-Independent Media-TBWA\CHIAT\DAY,Documentary,Director Smith visits five unusual homes and talks to the people who built or adapted them. His subjects include an alligator wrangler who lives on a houseboat in a Louisiana bayou; an American actress who made her fortune on Japanese TV and then built a treehouse getaway in Hawaii; an inventor who automated his entire home; a family who converted an abandoned missile silo into an underground abode; and a pair of cat-lovers who renovated their house with dozens of feline-friendly features.
202,2001,Ruby's Bucket of Blood,95,5.7,Peter Werner,Julie Hébert-Julie Hébert,,Drama-Music,
203,1997,Sports Illustrated Swimsuit Edition: 1997,,,,,,,
204,2002,Venus Boyz,102,4.9,Gabriel Baur,Gabriel Baur,Clockwise Productions-ONIX Filmproduction-Teleclub AG-Westdeutscher Rundfunk,Documentary,"A film journey through a universe of female masculinity. A legendary Drag King Night in New York is the point of departure for an odyssey to transgendered worlds, where women become men - some for a night, others for their whole lives. What motivates them? What changes take place? What do they dream of? The drag kings of New York meet in clubs and change lustfully into their male alter egos, parodying them and exploring male eroticism and power strategies. In London we see women experiment with hormones to become new men and 'cyborgs'. Masculinity and transformation as performance, subversion or existential necessity."
205,2004,Troy: Bonus Material,,,,,Disney Channel,Short-Family,
206,2004,Unconstitutional: The War on Our Civil Liberties,66,7.9,Nonny de la Peña,Nonny de la Peña,Public Interest Pictures,Documentary,
207,2001,Denise Austin: Ultimate Fat Burner,,,,,,,
208,1947,The Three Stooges: Sing a Song of Six Pants,,,,,,,
209,1996,Star Trek: Deep Space Nine: Season 5,,7.9,,Ken Eklund-Sarah W. Stocker,Stormfront Studios,Action-Adventure-Sci-Fi,"Federation Envoy Bannik is attacked by alien drones on his way back to the Deep Space Nine space station. The imminent arrival of a race of mysterious Gamma Quadrant aliens known as the Scythians sets the scene as Bannik investigates an Ambassador's murder and other strange events on DS9 and beyond the wormhole. Although the game is a point and click adventure, there are occasional air and space combat sequences."
210,2001,Onmyoji,112,6.3,Yôjirô Takita,Richard Epcar-Baku Yumemakura,Dentsu-Kadokawa Shoten Publishing Co.-Toho Company-Tohokushinsha Film Corporation (TFC)-Tokyo Broadcasting System,Action-Fantasy-Drama-Horror,"Set in the capital city of Kyoto during the Heian period, a magician and fortune teller Onmyoji Seimei is called in to assist Hiromasa to thwart court wizard and minister Doson who is suspected of being at the cusp of orchestrating a coup. With the physical and metaphysical worlds allied the combined force may have a chance to beat back Doson. Magic, surrealism and beauty fill the screen, and air,"
211,2004,The Agronomist,,,,,,,
212,1982,Querelle,108,6.8,Rainer Werner Fassbinder,Jean Genet-Rainer Werner Fassbinder-Burkhard Driest,Planet Film-Albatros Filmproduktion-Gaumont,Drama,"The French naval ship, Le Vengeur, based out of Marseille, has just docked in Brest for an extended stay. The ship's captain, Lieutenant Seblon, can see the passion in his men, which can as easily manifest itself in violence as it can in sex. Seblon has in part become an officer to remain at arms length from his men, one of them, Querelle, with who he is secretly in love. Querelle goes to La Feria, a bar and makeshift whorehouse owned and operated by husband and wife Nono and Lysiane, one of the whores. La Feria is infamous and notorious as anyone wanting sex with Lysiane must first roll the dice with Nono, Nono winning meaning that he will get to sodomize the loser instead. At La Feria, Querelle is surprised to see his brother, Robert, who is Lysiane's current on-going sexual partner, and who did not have to go through the roll of the dice with Nono is his special position with Lysiane. That passion in Querelle extends to his brother, the two who share more than just a family resemblance. Outwardly, Querelle goes to La Feria as a place to sell opium. However, the opium may only be a pretense as Querelle is trying to discover who he is as a man. Everyone in this collective is also on a similar sense of discovery, some who may be more aware and open about their own thoughts about the lines between sex, desire and love, those who are not as open possibly feeling shame which leads to ways to deal with that shame. Including those already mentioned, this collective includes a local stone mason named Gilles who purports to desire Paulette, a young man named Roger, Paulette's brother, with who there is unspoken sexual tension with Gilles, and Mario who, at least in appearance, ""polices"" the activities at La Feria."
213,2001,Dinner Rush,,,,,,,
214,2002,Read-Along: Beauty and the Beast,,,,,,,
215,1998,That '70s Show: Season 1,,,,,,,
216,2000,Impostor,,,,,,,
217,1988,Cherry 2000,,,,,,,
218,1983,Triumph: Live at the US Festival,,,,,,,
219,1995,Neon Bible,91,6.2,Terence Davies,Terence Davies-John Kennedy Toole,Channel Four Films-Scala Productions-Screen Partners Ltd.-Iberoamericana Films Producción-Academy Pictures-Three Rivers Production-European Script Fund,Drama,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town."
220,1983,Winston Churchill: The Wilderness Years,,,,,,,
221,2005,Voyage to the Planets and Beyond,,,,,,,
222,1998,Yellow,,,,,,,
223,2003,Chappelle's Show: Season 1,,,,,,,
224,1999,Midsomer Murders: Blood Will Out,100,7.5,Moira Armstrong,Douglas Watkinson-Caroline Graham,Bentley Productions,Crime-Drama-Mystery,"A complicated set of relationships by marriage (where each of a pair of married couples was previously married to their current spouse's ex) makes it more difficult for Barnaby and Troy to unravel the motive behind the killing of an ex-Army man who still thought he was commanding a squadron of fellow villagers. The appearance of a traveling band of nomads for a festival adds to the list of suspects, as well as a possible second victim."
225,2004,The Cookout,97,3.7,Lance Rivera,Queen Latifah-Shakim Compere-Darryl French,Cookout Productions-Flavor Unit Entertainment,Comedy,"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy."
226,1996,Henry: Portrait of a Serial Killer 2,84,4.9,Chuck Parello,Chuck Parello,,Crime-Horror-Thriller,"Henry II picks up where the original (Henry: Portrait of a Serial Killer) left off. Henry (Neil Giuntoli) takes a thankless job at a port-o-john company where he meets husband and wife, Kai (Ken Komenich) and Cricket (Kate Walsh). They take pity on the homeless drifter and offer him a room in the home they share with their emotionally fragile teenage niece, Louisa (Carri Levinson). Henry learns that Kai has a side job as an arsonist-for-hire, setting up phony insurance scams to make money for their boss, Rooter (Daniel Allar). He agrees to join Kai and on one of their first outings, they discover two squatters in a building that's been marked for fire. It is then that Henry introduces Kai to his life's work... and the murders begin. Kai has never killed before, but he turns into a willing accomplice. Initially, the two men work well together. But as the killing sprees increase in their depravity, it's more than Kai can handle. He wants out, but he's in too deep."
227,2001,The Carol Burnett Show: Show Stoppers,60,8.1,,,,Comedy,"Throughout the years, the cast of the cbs variety show ""The Carol Burnett Show"" gets together and revisits some of their favorite moments throughout the course of the show. This is one of the many reunion shows for ""The Carol Burnett Show""."
228,1979,Butch and Sundance: The Early Days,115,5.7,Richard Lester,Allan Burns-William Goldman,Pantheon Talent-William Goldman Productions-Twentieth Century Fox,Comedy-Western,"The early partnership of outlaws Robert LeRoy Parker and Harry Alonzo Longabaugh, better known as Butch Cassidy and the Sundance Kid, in the late nineteenth century American frontier is told. Just paroled from a Wyoming prison on a vow to the state's Governor, affable and otherwise honorable Butch returns to his old stomping grounds of Brown's Hole, Utah, where he meets Longabaugh in a casino shootout gone wrong, the event initiated by Longabaugh. Despite baby-faced and more volatile Longabaugh not looking for a professional union, Butch, impressed by his shooting prowess and eventually renaming him the Sundance Kid, is able to convince him into that partnership for what each can do for the other, Butch to be the brains, and Sundance to be the shooting brawn. Despite wanting some notoriety both as an outlaw but also as an all 'round good guy who deserves some respect, Butch is trying to ween himself off criminal activities largely for the sake of his wife Mary and their two young sons, while Sundance is heading in the opposite direction wanting to commit as much lucrative crime as they can muster. In their somewhat opposing views, they agree to start with small robberies, ultimately, if possible, working their way up to more lucrative robberies, such as of trains. With various people after them for some of their past deeds, including one of Butch's former criminal associates, they will find through their criminal and non-criminal ventures if there is a future for them as partners."
229,2003,Peter Gabriel: Growing Up Live,133,8.8,Hamish Hamilton,,,Documentary-Music,
230,1987,Unsolved Mysteries: Psychics,,,,,,,
231,2002,Marooned in Iraq,100,7.4,Bahman Ghobadi,Bahman Ghobadi,Mij Film Co.,Drama-War,"During the war between Iran and Iraq, a group of Iranian Kurd musicians set off on an almost impossible mission. They will try to find Hanareh, a singer with a magic voice who crossed the border and may now be in danger in the Iraqi Kurdistan. As in his previous films, this Kurdish director is again focusing on the oppression of his people."
232,1989,Gross Anatomy,109,6.1,Thom Eberhardt,Mark Spragg-Howard Rosenman-Alan Jay Glueckman,Hill/Rosenman-Sandollar Productions-Silver Screen Partners IV-Touchstone Pictures,Drama,"A smart first-year med student takes nothing seriously, except the pursuit of his Gross Anatomy (human dissection) lab partner. It's up to her and their teacher to find a way to convince him to take his studies and life seriously."
233,1971,Chato's Land,,,,,,,
234,1921,Animation Legend: Winsor McCay,,,,,,,
235,1996,Unhook the Stars,103,6.6,Nick Cassavetes,Helen Caldwell-Nick Cassavetes,Hachette Première-Miramax-Sheen/Michaels Entertainment,Drama-Romance,"Character study about Mildred, an elderly woman who has spent her life caring for others. When her daughter finally leaves home, she finds that, for the first time in her life, she has nobody to worry about - but soon becomes involved in the life of Monica, a young mother whose husband has left her to look after her young son J.J.. As the relationship blossoms, Monica teaches Mildred that there is more to life than taking care of others."
236,1998,Cartoon Crazys Sci-Fi,,,,,,,
237,1918,Broken Blossoms,,,,,,,
238,1976,Led Zeppelin: The Song Remains the Same,137,7.7,Peter Clifton-Joe Massot,Peter Clifton,Swan Song,Documentary-Music,"The members of Led Zeppelin are called back from vacation by manager Peter Grant to play Madison Square Garden. The film is enhanced by each of the band member's personal fantasies (hallucinations?), such as the opening scene (which is awfully confusing the first time around) in which Peter Grant, dressed in a 1930s black gangster suit drives a 1930s black Ford to a house and blasts everyone with a machine gun."
239,2004,Winnie the Pooh: Springtime with Roo,,,,,,,
240,1942,Woman of the Year,114,7.3,George Stevens,Ring Lardner Jr.-Michael Kanin-John Lee Mahin,Metro-Goldwyn-Mayer (MGM),Comedy-Drama-Romance-Sport,"Tess and Sam work on the same newspaper and don't like each other very much. At least the first time, because they eventually fall in love and get married. But Tess is a very active woman and one of the most famous feminists in the country; she is even elected as ""the woman of the year."" Being busy all the time, she forgets how to really be a woman and Sam begins to feel neglected."
241,1959,North by Northwest,136,8.3,Alfred Hitchcock,Ernest Lehman,Metro-Goldwyn-Mayer (MGM),Adventure-Mystery-Thriller,"Madison Avenue advertising man Roger Thornhill finds himself thrust into the world of spies when he is mistaken for a man by the name of George Kaplan. Foreign spy Philip Vandamm and his henchman Leonard try to eliminate him but when Thornhill tries to make sense of the case, he is framed for murder. Now on the run from the police, he manages to board the 20th Century Limited bound for Chicago where he meets a beautiful blond, Eve Kendall, who helps him to evade the authorities. His world is turned upside down yet again when he learns that Eve isn't the innocent bystander he thought she was. Not all is as it seems however, leading to a dramatic rescue and escape at the top of Mt. Rushmore."
242,1995,Neon Genesis Evangelion: The End of Evangelion,,,,,,,
243,1962,Pressure Point,91,7.1,Hubert Cornfield-Stanley Kramer,Hubert Cornfield-S. Lee Pogostin-Robert M. Lindner,Stanley Kramer Productions,Drama,An African-American prison psychiatrist (Sidney Poitier) finds the boundaries of his professionalism sorely tested when he must counsel a disturbed inmate (Bobby Darin) with bigoted Nazi tendencies.
244,2004,Stellvia,40,6.3,Manon de Boer,,,Documentary-Short,
245,2002,Road Dogz,91,5.7,Alfredo Ramos,Alfredo Ramos,Shooting Star Pictures,Crime-Drama,"Some friends are closer than brothers, for Raymo, Alfonso and Danny that's all they know. Growing up in an L.A. barrio (neighborhood) is a daily struggle for survival all on its own. But life on the streets will soon make all three of the boy's realize, there are consequences that follow with the choices we make. The story also revolves around ""Big Joe"" a cholo (mexican gangster) ex-con just released from prison, and returning home once again. But this time with two strikes on his record and a third one will send Big Joe back to prison for life."
246,1968,The Boston Strangler,116,7.1,Richard Fleischer,Edward Anhalt-Gerold Frank,Twentieth Century Fox,Crime-Drama-Mystery-Thriller,"Boston is being terrorized by a series of seemingly random murders of women. Based on the true story, the film follows the investigators path through several leads before introducing the Strangler as a character. It is seen almost exclusively from the point of view of the investigators who have very few clues to build a case upon."
247,1994,Oleanna,89,6.7,David Mamet,David Mamet-David Mamet,Bay Kinescope-Channel Four Films-The Samuel Goldwyn Company-The School Company,Drama-Thriller,"A two character movie, involving a college professor, John, who is confronted by a female student, Carol, who is failing his course. The two spend a long time talking to each other, during which time John says a few things that can be taken the wrong way. After the night the two spent talking, John is slapped with a sexual harassment accusation by Carol. After more accusations from Carol, John's career as a teacher begins to fall apart. This forces John with a choice on how to handle the situation, and the results make up for a shattering ending to the movie."
248,2001,Michael Moore's The Awful Truth: Season 2,,,,,,,
249,1958,The Hunters,108,6.5,Dick Powell,Wendell Mayes-James Salter,Twentieth Century Fox,Action-Drama-Romance-War,"In 1952, as the Korean War rages on, American officers land in Kyoto. Among them are Major Ceve Saville, assigned to a fighter squadron, and Lieutenant Carl Abbott. The latter neglects his charming wife Kristina, who is sinking into bitterness. In Korea, Saville meets again Colonel Dutch Imil, a former brother in arms as well as other friends. Back in Japan Saville falls in love with forsaken Kristina, which arouses Abbott's jealousy. The two men turn into implacable rivals. But during a mission against Chinese Migs, Abbott is hurt and Saville decides to rescue him..."
250,1966,Cast a Giant Shadow,146,6.4,Melville Shavelson,Ted Berkman-Melville Shavelson,Batjac Productions-Bryna Productions-Llenroc Productions-The Mirisch Corporation,Adventure-Drama-History-War,An American Army officer is recruited by Jews in Palestine to help them form an army. The surrounding Arab countries are opposed to the creation of the state of Israel. He is made commander of the Israeli forces just before the war begins.
251,2000,Midsomer Murders: Strangler's Wood,,,,,,,
252,2002,Stuart Little 2,77,5.5,Rob Minkoff,E.B. White-Douglas Wick-Bruce Joel Rubin,Columbia Pictures-Franklin/Waterman Productions-Red Wagon Entertainment,Animation-Adventure-Comedy-Family-Fantasy,"Stuart's mother is being over-protective of him, especially when he narrowly escapes injury in a soccer game. His big brother George has also made a new friend, Will, so Stuart is feeing lonely. Stuart rescues a canary, Margalo, from a falcon; she moves in with the Littles. One day, Margalo is nowhere to be found, so Stuart and Snowbell set out across the city to find her while George covers for Stuart (the first time he's had to lie)."
253,1935,A Night at the Opera,96,8.0,Sam Wood-Edmund Goulding,George S. Kaufman-Morrie Ryskind-James Kevin McGuinness,Metro-Goldwyn-Mayer (MGM),Comedy-Music-Musical,"The Marx Brothers take on high society. Two lovers who are both in opera are prevented from being together by the man's lack of acceptance as an operatic tenor. Pulling several typical Marx Brothers' stunts, they arrange for the normal tenor to be absent so that the young lover can get his chance."
254,2003,Westender,105,4.6,Brock Morse,Jefferson O.S. Brassfield-Brock Morse,M.O.B Productions,Drama-Fantasy,"Set in a fictional medieval world, this is the story of Asbrey of Westender. Once a great heroic knight, he has mysteriously fallen from grace. One night he drunkenly bets and loses his ring, his last possession of worth. He then embarks on a mission to regain his ring and, in due course, confront the demons of his past."
255,2001,The Hunchback of Notre Dame II,,,,,,,
256,2000,Ghost Dog: The Way of the Samurai,,,,,,,
257,1973,Charlotte's Web,94,6.9,Charles A. Nichols-Iwao Takamoto,E.B. White-Earl Hamner Jr.,Hanna-Barbera Productions-Sagittarius Productions-Paramount Pictures,Animation-Family-Musical,"Based on the beloved children's novel by E.B. White, this is the story of a little pig named Wilbur who was born a runt. Mr. Arable decides to kill him for dinner food but his daughter Fern begs him to let him live. On greater maturity, Wilbur is sold to Fern's uncle, Homer L. Zuckerman, in whose barnyard he's left yearning for friendship, but is snubbed by other barn animals. Wilbur is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a gentle and wise grey spider that lives in his pen, to ensure that this will never happen."
258,1999,Mann,160,6.3,Indra Kumar,Mildred Cram-Aatish Kapadia-Aatish Kapadia,,Drama-Romance,"Karan Dev Singh and Priya Verma are to get married to their respective partners but before this could happen Karan who is a flirt manages to meet with Priya on a cruise that hails from Singapore to India. They meet, fight, befriend each other and eventually fall in love fully well knowing that their life partners are waiting. When it is time for their departure they agree to go about their lives without communicating with each other and promises to meet after a year. When it is time for them to meet Priya meets with a road accident which prevents them from meeting."
259,2004,Animal,,,,,,,
260,1967,Marat / Sade,116,7.6,Peter Brook,Peter Weiss-Geoffrey Skelton-Adrian Mitchell,Marat Sade Productions-Royal Shakespeare Company,Drama-History-Music,"July 13, 1808 at the Charenton Insane Asylum just outside Paris. The inmates of the asylum are mounting their latest theatrical production, written and produced by who is probably the most famous inmate of the facility, the Marquis de Sade. The asylum's director, M. Coulmier, a supporter of the current French regime led by Napoleon, encourages this artistic expression as therapy for the inmates, while providing the audience - the aristocracy - a sense that they are being progressive in inmate treatments. Coulmier as the master of ceremonies, his wife and daughter in special places of honor, and the cast, all of whom are performing the play in the asylum's bath house, are separated from the audience by prison bars. The play is a retelling of a period in the French Revolution culminating with the assassination exactly fifteen years earlier of revolutionary Jean-Paul Marat by peasant girl, Charlotte Corday. The play is to answer whether Marat was a friend or foe to the people of France. In the primary roles are a paranoiac with a skin condition (much as Marat had himself) as Marat, a narcoleptic with melancholia as Corday, and a sexual manic as M. Dupere. Coulmier feels he needs to intervene anytime during the performance when things get out of hand. The Marquis may have ulterior motives in the telling of this story, he who plays a large role on stage, especially in his discussions with the Marat character about the nature of the revolution and the differences in their individual motives concerning the revolution. As the inmates perform a story of revolution, they may subconsciously be sucked into the story mirroring their own struggles with authority. Real life and the actors' afflictions may also dictate how the performance turns out."
261,1948,The Big Clock,95,7.7,John Farrow,Jonathan Latimer-Kenneth Fearing-Harold Goldman,Paramount Pictures,Crime-Drama-Film-Noir-Mystery-Thriller,"When powerful publishing tycoon Earl Janoth commits an act of murder at the height of passion, he cleverly begins to cover his tracks and frame an innocent man whose identity he doesn't know but who just happens to have contact with the murder victim. That man is a close associate on his magazine whom he enlists to trap this ""killer"" - George Stroud. It's up to George to continue to ""help"" Janoth, to elude the police and to find proof of his innocence and Janoth's guilt."
262,1974,Herbie Rides Again,88,5.6,Robert Stevenson,Bill Walsh-Gordon Buford,Walt Disney Productions,Comedy-Family-Fantasy-Romance,"Alonzo Hawk is a mean-spirited property developer who has bought several blocks of land in the downtown district in order to build a gigantic shopping mall. There is one problem however; an elderly widow named Steinmetz won't sell the one remaining lot that Hawk needs to proceed with his scheme. So he resorts to all manner of chicanery, legal or otherwise, to get it. Fortunately, the widow Steinmetz has an ace up her sleeve in the form of Herbie, the miraculous Volkswagen."
263,2001,Dragon Ball: Tournament Saga,,,,,,,
264,2002,Angelina Ballerina: Lights,,,,,,,
265,2002,The Jeff Corwin Experience: Costa Rica and the Amazon,,,,,,,
266,2000,Saudade Do Futuro,92,6.5,Cesar Paes,Marie Clémence Andriamonta-Paes-Cesar Paes,A.F. Cinema e Vídeo-Cobra Films-LX Filmes-Laterit Productions-Mezzo-Radio Télévision Belge Francophone-Voyage,Documentary-Music,"The rhythms and rhymes of the ""cantadores"" those troubadours from Northeastern Brazil tell us the beat of São Paulo. Journalist or simple maid, director of an art gallery or home builder, the northeastern immigrants will bring us to sketch a portrait of one of the biggest cities in the world."
267,1994,Touched by an Angel: Season 1,,,,,,,
268,1980,The Final Countdown,103,6.7,Don Taylor,Thomas Hunter-Peter Powell-David Ambrose,The Bryna Company,Action-Sci-Fi,"In 1980, the assistant of the Department of Defense Warren Lasky is assigned by his mysterious chief Richard Tideman to visit the aircraft carrier USS Nimtz commanded by Capt. Matthew Yelland as an observer of the routines. Lasky finds that Wing Commander Richard T. Owens has a great knowledge of history. Out of the blue, the vessel faces a weird storm and they find that they have traveled back in time to the eve of the attack of Pearl Harbor on 06 December 1941. When the two Japanese Zeros attack the motorboat of Senator Samuel Chapman, the crew of the Nimitz rescues the senator and his assistant Laurel Scott. But sooner Lasky learns that the senator had disappeared on that day and Capt. Matthew Yelland is planning to attack the Japanese. Will these actions create a time paradox?"
269,1989,Parenthood,124,7.0,Ron Howard,Lowell Ganz-Babaloo Mandel-Ron Howard,Imagine Entertainment-Universal Pictures,Comedy-Drama,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers."
270,2001,Sex and the City: Season 4,,,,,,,
271,1943,Saludos Amigos,,,,,,,
272,1973,Female Yakuza Tale,86,6.6,Teruo Ishii,Teruo Ishii-Masahiro Kakefuda-Ikuo Sekimoto,Toei Company,Action-Crime-Drama-Thriller,"Ocho is accidentally captured by a drug trafficking cartel who use Chinese women to smuggle drugs into Japan by hiding it in their vaginas. She is tortured, and manages to escape, fighting both the male yakuzas and a gang of female thieves."
273,2004,Taxi,97,4.5,Tim Story,Luc Besson-Robert Ben Garant-Thomas Lennon,Twentieth Century Fox-EuropaCorp-Robert Simonds Productions,Action-Comedy-Crime-Thriller,"Belle Williams is a speed demon. Flying through the streets of New York in her tricked-out taxi, she's earned a rep as New York's fastest cabbie. But driving a hack is only a pit stop for her real dream: Belle wants to be a race car champion. And she's well on her way--until she's derailed by overeager cop Andy Washburn, whose undercover skills are matched only by his total ineptitude behind the wheel. Washburn, whose lack of vehicular skills has landed him in the precinct doghouse, is hot on the heels of a gang of beautiful Brazilian bank robbers, led by Vanessa, their cold, calculating--and leggy--leader. To nab the evasive crooks, drivers license-less Washburn convinces Belle to team up with him to pursue Vanessa and crew. Belle has carte blanche to drive at any speed and break any law. The car-less cop and speed-demon cabbie--New York's unlikeliest partners-- begin a high-speed game of cat and mouse with the robbers. That is, if Belle and Washburn don't end up killing each other first."
274,2002,Crazy as Hell,113,6.0,Eriq La Salle,Jeremy Leven-Jeremy Leven-Erik Jendresen,Humble Journey Films-Loose Screw Films,Drama-Thriller,"A famous psychiatrist (Ty Adams) takes on the job of trying to cure patients at the Sedah State Hospital, run by its folksy doctor (Sam Delazo). All this takes a strange turn when a mysterious patient (Satan, he calls himself) enters the Hospital seeking help. Or is it just help that he wants?"
275,2002,Evelyn,94,7.0,Bruce Beresford,Paul Pender,First Look International-Cinerenta Medienbeteiligungs KG-Irish DreamTime-CineEvelyn,Drama,"1953. Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment, and the fact that there is no woman in the house to care for the children, Evelyn, Dermot, and Maurice, make it clear to the authorities that his is an untenable situation. The Irish courts put the Doyle children into Church-run orphanages. Although a sympathetic judge assures Desmond that he'll get his children back after he gets a job, he learns there's another barrier. During that time, Evelyn suffers abuse, while Desmond goes to court to get his children back. A barmaid, her brother, her suitor, and a tippling footballer become Desmond's team."
276,1998,Cold Harvest,,,,,,,
277,2003,Enigma: MCMXC A.D,,,,,,,
278,1990,100 Days Before the Command,,,,,,,
279,1984,Micki and Maude,118,6.0,Blake Edwards,Jonathan Reynolds,BBE-Blake Edwards-Columbia Pictures-Delphi III Productions,Comedy-Romance,"TV reporter Rob Salinger is married to Micki, but because she's always busy working, they hardly ever spend time together. One night at which he got stood up by Micki again, Rob meets cellist Maude and they soon get romanticly involved. When it turns out Maude is pregnant with his baby, Rob decides to marry Maude. When he's on the verge of telling Micki, she tells him she's pregnant, so he doesn't have the heart to leave her, but he marries Maude anyway. Now married to two pregnant women who don't know about each other, Rob has a busy time taking care of both and keep them from finding out."
280,1998,Sarah Brightman: In Concert,75,7.9,David Mallet,,Serpent Films Productions,Music,
281,1993,The Legend,100,7.2,Corey Yuen,Kin Chung Chan-Susan Godfrey-Jeffrey Lau,Eastern Productions,Action-Comedy-History,"This Hong Kong martial-arts extravaganza tells of evil emperors and true love. The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. One of his Governors is sent on a mission to retrieve a list of members of that secret society. Meanwhile, Canton kung fu practitioner Fong Sai-Yuk falls in love with the beautiful daughter of a rich merchant, recently moved to Canton. Her father, in an attempt to gain influence in the region and thus improve his business, offers his daughter in marriage to the winner of a kung-fu contest. Some interesting gender role-reversals take place during a 'comedy of errors.'"
282,2003,Blue Seed: Beyond,,,,,,,
283,1996,If These Walls Could Talk,97,7.1,Cher-Nancy Savoca,Pamela Wallace-Earl W. Wallace-Nancy Savoca,HBO NYC Productions-Moving Pictures,Drama-Thriller,"A trilogy of stories set in the same house, but with different occupants and spanning over 40 years, deals with various women and moral crisis over unexpected pregnancies and their choice of abortion. In 1952, when abortion was illegal, a nurse deals with her unexpected pregnancy and takes drastic measures to get one. In 1974 a family housewife with four children discovers that she's pregnant and decides she can't handle another child to raise. In 1996, a pregnant college student decides on an abortion, but doesn't realize the means to go through to get one."
284,2005,Sasquatch Hunters,88,3.3,Fred Tepper,Alain Matz-Alain Matz-Fred Tepper,Silver Nitrate Pictures-The Flickerscope Company,Action-Horror-Thriller,
285,1997,The Devil's Own,111,6.1,Alan J. Pakula,Kevin Jarre-David Aaron Cohen-Vincent Patrick,Columbia Pictures,Action-Crime-Drama-Thriller,"A thriller about an IRA gunman who draws an American family into the crossfire of terrorism. Frankie McGuire is one of the IRA's deadliest assassins. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, force Frankie to choose between the promise of peace or a lifetime of murder."
286,1966,Thunderbirds Are Go,93,6.5,David Lane,Gerry Anderson-Sylvia Anderson,Associated Television (Overseas) Limited-Century 21 Television,Animation-Action-Sci-Fi,"Zero-X, a manned exploration mission crashes during lift-off on its maiden flight. Two years later an investigative committee finally concludes sabotage, and decides to call on the services of International Rescue to oversee security at the impending second launch. The second Zero-X successfully reaches its destination, but encounters unexpected hazards, ultimately leading to another call for assistance on its return to Earth. International Rescue respond, and once again Thunderbirds are GO!"
287,1994,Luther Vandross: Always and Forever: An Evening of Songs,88,6.4,Jeb Brien,,,Documentary-Music,"Recorded on his 1994-1995 world tour, Always And Forever: An Evening Of Songs At Royal Albert Hall features the legendary Luther Vandross at his most smooth and sensuous, featuring his greatest hits and favorites from his covers album Songs."
288,2004,Saturday Night Live: The Best of Chris Kattan,83,7.8,Beth McCarthy-Miller-Dave Wilson,,Broadway Video-NBC Home Video,Comedy,
289,1998,The Avengers,89,3.7,Jeremiah S. Chechik,Sydney Newman-Don MacPherson,Warner Bros.-Jerry Weintraub Productions,Action-Adventure-Sci-Fi-Thriller,"British Ministry Agent John Steed, under direction from ""Mother"", investigates a diabolical plot by archvillain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August."
290,2004,Harold and Kumar Go to White Castle,88,7.1,Danny Leiner,Jon Hurwitz-Hayden Schlossberg,Endgame Entertainment-Harold & Kumar-Kingsgate Films-New Line Cinema-Senator International,Adventure-Comedy,"Harold Lee and Kumar Patel are two stoners who end up getting the munchies. What they crave the most after seeing a TV advertisement, is a trip to White Castle. So from here, follows a journey for the burgers they require. On their way they will encounter many obstacles including a raccoon, a racist officer, and a horny Neil Patrick Harris."
291,2000,Chained Heat 3: Hell Mountain,,,,,,,
292,2005,Saturday Night Live: The Best of Gilda Radner,92,7.7,Tom Schiller-James Signorelli-Dave Wilson,,National Broadcasting Company-SNL Studios,Comedy,
